Drug_Name,Vina_Score_kcal_mol,Output_File
clonazepam,-6.489,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\clonazepam_docked.pdbqt
nalorphine,-6.488,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nalorphine_docked.pdbqt
peramivir,-6.488,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\peramivir_docked.pdbqt
decitabine,-6.487,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\decitabine_docked.pdbqt
tiratricol,-6.486,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tiratricol_docked.pdbqt
carsalam,-6.485,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\carsalam_docked.pdbqt
droprenilamine,-6.485,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\droprenilamine_docked.pdbqt
fadrozole,-6.484,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fadrozole_docked.pdbqt
pirbuterol,-6.484,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pirbuterol_docked.pdbqt
ethotoin,-6.483,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ethotoin_docked.pdbqt
rosaprostol,-6.482,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\rosaprostol_docked.pdbqt
gabexate,-6.482,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\gabexate_docked.pdbqt
phentolamine,-6.479,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\phentolamine_docked.pdbqt
meobentine,-6.478,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\meobentine_docked.pdbqt
phenacemide,-6.477,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\phenacemide_docked.pdbqt
methsuximide,-6.475,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methsuximide_docked.pdbqt
lornoxicam,-6.474,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\lornoxicam_docked.pdbqt
cinepazet,-6.473,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cinepazet_docked.pdbqt
dyclonine,-6.472,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dyclonine_docked.pdbqt
dipiproverine,-6.472,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dipiproverine_docked.pdbqt
mefruside,-6.472,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mefruside_docked.pdbqt
proguanil,-6.471,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\proguanil_docked.pdbqt
quinagolide,-6.47,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\quinagolide_docked.pdbqt
flutropium,-6.468,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\flutropium_docked.pdbqt
phensuximide,-6.467,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\phensuximide_docked.pdbqt
dexibuprofen,-6.464,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dexibuprofen_docked.pdbqt
ketamine,-6.464,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ketamine_docked.pdbqt
oxyfenamate,-6.463,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oxyfenamate_docked.pdbqt
dextropropoxyphene,-6.462,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dextropropoxyphene_docked.pdbqt
hydromorphone,-6.462,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\hydromorphone_docked.pdbqt
propyphenazone,-6.461,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\propyphenazone_docked.pdbqt
nimetazepam,-6.46,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nimetazepam_docked.pdbqt
oxyclipine,-6.46,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oxyclipine_docked.pdbqt
carmofur,-6.459,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\carmofur_docked.pdbqt
dapsone,-6.458,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dapsone_docked.pdbqt
remoxipride,-6.458,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\remoxipride_docked.pdbqt
dimemorfan,-6.457,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dimemorfan_docked.pdbqt
promestriene,-6.456,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\promestriene_docked.pdbqt
fenoxazoline,-6.456,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fenoxazoline_docked.pdbqt
amolanone,-6.455,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\amolanone_docked.pdbqt
cibenzoline,-6.453,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cibenzoline_docked.pdbqt
eicosapentaenoic_acid,-6.45,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\eicosapentaenoic_acid_docked.pdbqt
ripazepam,-6.449,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ripazepam_docked.pdbqt
retinol,-6.446,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\retinol_docked.pdbqt
meticrane,-6.446,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\meticrane_docked.pdbqt
butofilolol,-6.445,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\butofilolol_docked.pdbqt
pentetic_acid,-6.444,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pentetic_acid_docked.pdbqt
guanoclor,-6.444,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\guanoclor_docked.pdbqt
pemoline,-6.444,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pemoline_docked.pdbqt
glutathione,-6.443,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\glutathione_docked.pdbqt
dimevamide,-6.442,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dimevamide_docked.pdbqt
clofarabine,-6.442,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\clofarabine_docked.pdbqt
levofacetoperane,-6.441,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\levofacetoperane_docked.pdbqt
tramadol,-6.44,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tramadol_docked.pdbqt
cinolazepam,-6.44,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cinolazepam_docked.pdbqt
pramiverine,-6.439,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pramiverine_docked.pdbqt
ethylnorepinephrine,-6.439,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ethylnorepinephrine_docked.pdbqt
terodiline,-6.437,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\terodiline_docked.pdbqt
amocarzine,-6.436,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\amocarzine_docked.pdbqt
prothipendyl,-6.436,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\prothipendyl_docked.pdbqt
buphenine,-6.436,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\buphenine_docked.pdbqt
fepradinol,-6.435,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fepradinol_docked.pdbqt
histapyrrodine,-6.435,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\histapyrrodine_docked.pdbqt
zipeprol,-6.435,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\zipeprol_docked.pdbqt
tocainide,-6.434,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tocainide_docked.pdbqt
tiocarlide,-6.43,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tiocarlide_docked.pdbqt
doxylamine,-6.43,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\doxylamine_docked.pdbqt
promethazine,-6.43,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\promethazine_docked.pdbqt
aranidipine,-6.428,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\aranidipine_docked.pdbqt
rucaparib,-6.427,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\rucaparib_docked.pdbqt
fenalcomine,-6.427,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fenalcomine_docked.pdbqt
temozolomide,-6.427,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\temozolomide_docked.pdbqt
molsidomine,-6.426,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\molsidomine_docked.pdbqt
teclothiazide,-6.426,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\teclothiazide_docked.pdbqt
cimetropium,-6.426,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cimetropium_docked.pdbqt
thioacetazone,-6.425,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\thioacetazone_docked.pdbqt
diphenylpyraline,-6.424,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\diphenylpyraline_docked.pdbqt
acetylmethadol,-6.423,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\acetylmethadol_docked.pdbqt
acyclovir,-6.421,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\acyclovir_docked.pdbqt
cyamemazine,-6.419,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cyamemazine_docked.pdbqt
bisaramil,-6.419,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\bisaramil_docked.pdbqt
aceglatone,-6.417,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\aceglatone_docked.pdbqt
fenproporex,-6.417,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fenproporex_docked.pdbqt
hydrocodone,-6.417,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\hydrocodone_docked.pdbqt
riluzole,-6.415,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\riluzole_docked.pdbqt
nicofibrate,-6.415,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nicofibrate_docked.pdbqt
emepronium,-6.414,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\emepronium_docked.pdbqt
amphenidone,-6.413,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\amphenidone_docked.pdbqt
imiquimod,-6.413,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\imiquimod_docked.pdbqt
dioxethedrin,-6.412,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dioxethedrin_docked.pdbqt
clebopride,-6.412,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\clebopride_docked.pdbqt
piminodine,-6.411,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\piminodine_docked.pdbqt
etoxazene,-6.408,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\etoxazene_docked.pdbqt
medifoxamine,-6.407,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\medifoxamine_docked.pdbqt
felbamate,-6.406,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\felbamate_docked.pdbqt
fluoxymesterone,-6.404,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fluoxymesterone_docked.pdbqt
parsalmide,-6.403,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\parsalmide_docked.pdbqt
monobenzone,-6.402,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\monobenzone_docked.pdbqt
epoprostenol,-6.402,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\epoprostenol_docked.pdbqt
proxyphylline,-6.4,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\proxyphylline_docked.pdbqt
chlorproethazine,-6.399,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\chlorproethazine_docked.pdbqt
capobenic_acid,-6.397,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\capobenic_acid_docked.pdbqt
etamiphylline,-6.396,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\etamiphylline_docked.pdbqt
cytisine,-6.396,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cytisine_docked.pdbqt
thurfyl_nicotinate,-6.393,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\thurfyl_nicotinate_docked.pdbqt
eperisone,-6.392,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\eperisone_docked.pdbqt
mestanolone,-6.391,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mestanolone_docked.pdbqt
succinylsulfathiazole,-6.391,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\succinylsulfathiazole_docked.pdbqt
clobenzorex,-6.39,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\clobenzorex_docked.pdbqt
ambroxol,-6.39,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ambroxol_docked.pdbqt
chlorpromazine,-6.389,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\chlorpromazine_docked.pdbqt
siccanin,-6.389,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\siccanin_docked.pdbqt
prajmalium,-6.388,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\prajmalium_docked.pdbqt
rhodoquine,-6.388,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\rhodoquine_docked.pdbqt
triclosan,-6.387,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\triclosan_docked.pdbqt
dexmedetomidine,-6.385,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dexmedetomidine_docked.pdbqt
aminorex,-6.385,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\aminorex_docked.pdbqt
hexestrol,-6.384,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\hexestrol_docked.pdbqt
floredil,-6.384,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\floredil_docked.pdbqt
fosfluconazole,-6.382,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fosfluconazole_docked.pdbqt
diatrizoate,-6.378,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\diatrizoate_docked.pdbqt
nitrendipine,-6.378,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nitrendipine_docked.pdbqt
desomorphine,-6.377,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\desomorphine_docked.pdbqt
dihydrocodeine,-6.377,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dihydrocodeine_docked.pdbqt
etryptamine,-6.375,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\etryptamine_docked.pdbqt
nalbuphine,-6.375,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nalbuphine_docked.pdbqt
carbocromen,-6.374,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\carbocromen_docked.pdbqt
ciclonicate,-6.373,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ciclonicate_docked.pdbqt
lorlatinib,-6.371,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\lorlatinib_docked.pdbqt
carbocysteine-lysine,-6.37,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\carbocysteine-lysine_docked.pdbqt
clopidogrel,-6.37,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\clopidogrel_docked.pdbqt
pheniodol_sodium,-6.369,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pheniodol_sodium_docked.pdbqt
artemotil,-6.369,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\artemotil_docked.pdbqt
tegaserod,-6.368,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tegaserod_docked.pdbqt
cafaminol,-6.368,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cafaminol_docked.pdbqt
proparacaine,-6.368,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\proparacaine_docked.pdbqt
buramate,-6.367,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\buramate_docked.pdbqt
thenalidine,-6.367,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\thenalidine_docked.pdbqt
carboprost,-6.363,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\carboprost_docked.pdbqt
sunitinib,-6.362,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sunitinib_docked.pdbqt
bepridil,-6.362,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\bepridil_docked.pdbqt
etafenone,-6.361,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\etafenone_docked.pdbqt
nitrazepam,-6.36,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nitrazepam_docked.pdbqt
dosulepin,-6.359,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dosulepin_docked.pdbqt
artenimol,-6.357,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\artenimol_docked.pdbqt
methohexital,-6.357,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methohexital_docked.pdbqt
cimetidine,-6.352,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cimetidine_docked.pdbqt
pyrimethamine,-6.352,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pyrimethamine_docked.pdbqt
icotinib,-6.351,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\icotinib_docked.pdbqt
methopromazine,-6.351,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methopromazine_docked.pdbqt
erdosteine,-6.349,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\erdosteine_docked.pdbqt
ramifenazone,-6.349,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ramifenazone_docked.pdbqt
xibornol,-6.348,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\xibornol_docked.pdbqt
levorphanol,-6.348,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\levorphanol_docked.pdbqt
bietamiverine,-6.347,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\bietamiverine_docked.pdbqt
chlorotrianisene,-6.346,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\chlorotrianisene_docked.pdbqt
isomethadone,-6.346,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\isomethadone_docked.pdbqt
terbutaline,-6.345,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\terbutaline_docked.pdbqt
ipratropium,-6.344,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ipratropium_docked.pdbqt
epinephrine,-6.343,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\epinephrine_docked.pdbqt
lanoconazole,-6.343,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\lanoconazole_docked.pdbqt
oxolamine,-6.343,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oxolamine_docked.pdbqt
dipyrithione,-6.342,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dipyrithione_docked.pdbqt
protiofate,-6.342,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\protiofate_docked.pdbqt
chlorozotocin,-6.342,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\chlorozotocin_docked.pdbqt
cloforex,-6.342,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cloforex_docked.pdbqt
tymazoline,-6.341,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tymazoline_docked.pdbqt
tetroxoprim,-6.341,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tetroxoprim_docked.pdbqt
inqovi,-6.341,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\inqovi_docked.pdbqt
cycrimine,-6.338,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cycrimine_docked.pdbqt
hyoscyamine,-6.338,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\hyoscyamine_docked.pdbqt
hydroxypethidine,-6.336,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\hydroxypethidine_docked.pdbqt
benzoyl_peroxide,-6.336,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\benzoyl_peroxide_docked.pdbqt
tofenacin,-6.335,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tofenacin_docked.pdbqt
denaverine,-6.335,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\denaverine_docked.pdbqt
cloricromen,-6.333,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cloricromen_docked.pdbqt
oxybuprocaine,-6.333,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oxybuprocaine_docked.pdbqt
corbadrine,-6.332,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\corbadrine_docked.pdbqt
triprolidine,-6.331,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\triprolidine_docked.pdbqt
prenylamine,-6.327,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\prenylamine_docked.pdbqt
trimethoprim,-6.326,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\trimethoprim_docked.pdbqt
chloropyramine,-6.326,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\chloropyramine_docked.pdbqt
phendimetrazine,-6.326,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\phendimetrazine_docked.pdbqt
melphalan,-6.325,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\melphalan_docked.pdbqt
tinofedrine,-6.325,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tinofedrine_docked.pdbqt
medetomidine,-6.324,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\medetomidine_docked.pdbqt
risedronic_acid,-6.323,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\risedronic_acid_docked.pdbqt
styramate,-6.32,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\styramate_docked.pdbqt
abametapir,-6.318,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\abametapir_docked.pdbqt
clofibride,-6.316,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\clofibride_docked.pdbqt
cetilistat,-6.316,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cetilistat_docked.pdbqt
tolycaine,-6.315,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tolycaine_docked.pdbqt
dihexyverine,-6.314,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dihexyverine_docked.pdbqt
pildralazine,-6.313,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pildralazine_docked.pdbqt
levamisole,-6.313,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\levamisole_docked.pdbqt
ethyl_loflazepate,-6.312,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ethyl_loflazepate_docked.pdbqt
avapritinib,-6.312,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\avapritinib_docked.pdbqt
phenazone,-6.311,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\phenazone_docked.pdbqt
rociverine,-6.31,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\rociverine_docked.pdbqt
octabenzone,-6.31,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\octabenzone_docked.pdbqt
guanacline,-6.308,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\guanacline_docked.pdbqt
proglumide,-6.308,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\proglumide_docked.pdbqt
acotiamide,-6.307,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\acotiamide_docked.pdbqt
lofexidine,-6.307,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\lofexidine_docked.pdbqt
chlorfenethazine,-6.307,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\chlorfenethazine_docked.pdbqt
mabuterol,-6.306,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mabuterol_docked.pdbqt
atropine_oxyde,-6.305,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\atropine_oxyde_docked.pdbqt
aminosalicylic_acid,-6.305,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\aminosalicylic_acid_docked.pdbqt
